ID,Face_Shape,TrialNum,Face_Set,Morph_Type,Pic_Number,Dom
9,1,26,1,2,604,2
9,1,27,1,1,563,1
9,1,28,2,1,42,5
9,1,29,1,1,673,6
9,1,30,2,2,153,5
9,1,31,2,1,161,3
9,1,32,1,1,628,2
9,1,33,1,1,518,1
9,1,34,1,2,632,2
9,1,35,2,2,76,4
9,1,36,2,2,75,2
9,1,37,1,1,631,5
9,1,38,2,1,153,6
9,1,39,1,2,617,4
9,1,40,2,2,37,2
10,1,1,1,1,630,4
10,1,2,1,1,608,3
10,1,3,1,2,522,5
10,1,4,1,1,512,5
10,1,5,2,1,142,4
10,1,6,1,1,673,5
10,1,7,1,2,603,2
10,1,8,1,2,643,3
10,1,9,1,2,521,5
10,1,10,1,2,541,5
10,1,11,2,2,150,3
10,1,12,2,2,52,5
10,1,13,2,1,26,2
10,1,14,2,2,76,6
10,1,15,1,2,526,6
10,1,16,2,2,70,3
10,1,17,1,2,601,5
10,1,18,2,2,65,3
10,1,19,1,1,628,4
10,1,20,1,1,603,3
10,1,21,1,2,641,5
10,1,22,2,1,153,4
10,1,23,1,1,518,2
10,1,24,2,1,7,4
10,1,25,2,1,150,3
10,1,26,1,1,569,3
10,1,27,2,1,96,5
10,1,28,2,1,98,3
10,1,29,2,1,43,
10,1,30,2,1,111,3
10,1,31,2,1,47,2
10,1,32,2,2,71,5
10,1,33,2,2,116,6
10,1,34,2,2,60,3
10,1,35,1,2,569,3
10,1,36,2,2,75,3
10,1,37,2,2,109,
10,1,38,1,1,638,3
10,1,39,1,1,604,3
10,1,40,1,2,563,5
11,1,1,2,2,40,4
11,1,2,1,1,521,2
11,1,3,2,1,47,5
11,1,4,1,1,605,6
11,1,5,1,1,673,3
11,1,6,1,2,504,1
11,1,7,1,2,531,5
11,1,8,1,1,518,1
11,1,9,2,2,43,3
11,1,10,1,2,526,6
11,1,11,2,1,66,5
11,1,12,2,2,66,6
11,1,13,1,1,617,6
11,1,14,2,1,9,4
11,1,15,1,1,533,3
11,1,16,2,1,48,2
11,1,17,2,2,68,4
11,1,18,2,2,49,
11,1,19,2,2,81,5
11,1,20,2,2,113,3
11,1,21,2,1,60,5
11,1,22,1,1,504,5
11,1,23,1,2,592,5
11,1,24,2,1,150,3
11,1,25,2,2,111,5
11,1,26,1,1,541,6
11,1,27,1,1,672,5
11,1,28,1,2,601,5
11,1,29,1,2,643,4
11,1,30,1,2,631,3
11,1,31,2,1,113,2
11,1,32,1,2,638,5
11,1,33,1,1,641,4
11,1,34,2,1,52,1
11,1,35,1,2,521,7
11,1,36,2,1,161,5
11,1,37,2,1,45,5
11,1,38,2,2,60,6
11,1,39,1,2,630,4
11,1,40,2,2,62,3
12,1,1,1,2,541,1
12,1,2,2,2,71,3
12,1,3,1,1,601,3
12,1,4,2,1,73,1
12,1,5,2,2,11,1
12,1,6,2,2,76,6
12,1,7,1,2,521,1
12,1,8,1,1,521,1
12,1,9,1,2,568,1
12,1,10,1,1,569,5
12,1,11,1,1,592,3
12,1,12,1,1,541,1
12,1,13,1,2,643,1
12,1,14,1,2,563,1
12,1,15,2,2,16,2
12,1,16,2,2,116,3
12,1,17,2,2,131,4
12,1,18,1,1,641,1
12,1,19,2,2,13,1
12,1,20,2,1,68,1
12,1,21,1,1,531,5
12,1,22,1,1,563,1
12,1,23,1,1,518,2
12,1,24,2,1,70,1
12,1,25,1,2,512,1
12,1,26,2,1,45,5
12,1,27,2,2,65,1
12,1,28,2,1,37,2
12,1,29,1,1,643,1
12,1,30,2,2,162,5
12,1,31,2,1,113,1
12,1,32,1,2,592,1
12,1,33,2,1,110,2
12,1,34,1,2,608,1
12,1,35,2,1,162,2
12,1,36,2,1,9,1
12,1,37,2,2,141,3
12,1,38,1,2,623,1
12,1,39,2,1,111,1
12,1,40,1,2,518,1
16,1,1,1,1,533,4
16,1,2,1,2,628,4
16,1,3,1,1,603,3
16,1,4,2,1,81,4
16,1,5,2,1,86,5
16,1,6,1,2,521,5
16,1,7,2,2,65,5
16,1,8,2,2,70,4
16,1,9,2,2,13,4
16,1,10,2,2,62,5
16,1,11,2,1,161,3
16,1,12,2,1,16,5
16,1,13,1,1,628,4
16,1,14,1,1,638,5
16,1,15,1,1,617,4
16,1,16,1,2,608,5
16,1,17,2,1,71,5
16,1,18,2,2,38,5
16,1,19,2,1,91,4
16,1,20,2,2,20,5
16,1,21,1,2,631,5
16,1,22,1,2,621,3
16,1,23,1,1,608,5
16,1,24,2,1,33,5
16,1,25,1,1,601,3
16,1,26,1,2,630,4
16,1,27,1,2,563,3
16,1,28,2,1,48,3
16,1,29,1,2,617,6
16,1,30,2,1,20,4
16,1,31,2,2,111,4
16,1,32,1,1,623,4
16,1,33,1,1,541,4
16,1,34,1,2,592,4
16,1,35,1,2,569,4
16,1,36,1,1,672,3
16,1,37,2,2,110,4
16,1,38,2,2,141,4
16,1,39,2,2,40,5
16,1,40,2,1,47,5
17,1,1,1,1,518,2
17,1,2,2,2,40,4
17,1,3,2,2,98,3
17,1,4,2,2,43,5
17,1,5,1,2,603,4
17,1,6,2,1,113,2
17,1,7,2,1,49,2
17,1,8,1,2,533,6
17,1,9,2,1,68,3
17,1,10,2,1,52,3
17,1,11,1,1,529,4
17,1,12,1,2,563,4
17,1,13,2,1,70,3
17,1,14,1,1,640,2
17,1,15,1,2,623,5
17,1,16,1,2,531,4
17,1,17,1,2,541,4
17,1,18,1,1,641,1
17,1,19,2,2,69,5
17,1,20,2,2,80,5
17,1,21,1,1,638,3
17,1,22,1,2,605,5
17,1,23,1,1,621,
17,1,24,2,2,68,3
17,1,25,2,1,68,2
17,1,26,2,2,73,4
17,1,27,1,2,601,5
17,1,28,2,2,113,3
17,1,29,1,1,643,4
17,1,30,2,2,52,6
17,1,31,2,2,48,6
17,1,32,2,1,116,4
17,1,33,1,2,569,4
17,1,34,2,1,26,3
17,1,35,2,1,7,3
17,1,36,1,1,522,3
17,1,37,1,1,504,3
17,1,38,1,1,569,4
17,1,39,2,1,91,2
17,1,40,1,2,625,4
18,1,1,1,2,603,1
18,1,2,1,1,604,2
18,1,3,2,2,86,4
18,1,4,2,2,98,3
18,1,5,2,2,57,4
18,1,6,1,2,604,2
18,1,7,1,1,563,3
18,1,8,1,2,623,4
18,1,9,2,2,63,3
18,1,10,2,1,162,2
18,1,11,1,1,521,5
18,1,12,2,1,109,3
18,1,13,2,2,68,2
18,1,14,1,1,638,4
18,1,15,1,1,526,5
18,1,16,1,2,518,2
18,1,17,1,2,672,4
18,1,18,2,1,113,
18,1,19,1,1,643,3
18,1,20,1,1,628,3
18,1,21,2,1,98,2
18,1,22,2,1,80,4
18,1,23,1,2,512,5
18,1,24,1,2,541,5
18,1,25,2,1,9,2
18,1,26,2,2,111,4
18,1,27,2,1,71,5
18,1,28,2,2,30,5
18,1,29,2,1,49,3
18,1,30,2,2,153,2
18,1,31,2,2,16,4
18,1,32,1,1,608,4
18,1,33,1,2,529,3
18,1,34,1,2,625,4
18,1,35,1,2,601,5
18,1,36,1,1,529,3
18,1,37,2,1,68,3
18,1,38,2,1,69,4
18,1,39,2,2,52,5
18,1,40,1,1,623,2
19,1,1,1,1,623,5
19,1,2,2,2,150,4
19,1,3,1,1,533,4
19,1,4,1,1,504,4
19,1,5,2,1,13,5
19,1,6,2,2,26,4
19,1,7,2,1,161,3
19,1,8,2,1,52,3
19,1,9,2,1,80,4
19,1,10,2,2,110,5
19,1,11,1,1,521,6
19,1,12,2,2,161,4
19,1,13,1,2,533,5
19,1,14,1,2,541,5
19,1,15,2,2,9,3
19,1,16,1,1,563,3
19,1,17,1,1,605,6
19,1,18,1,2,512,5
19,1,19,1,1,592,5
19,1,20,2,1,113,4
19,1,21,1,1,526,5
19,1,22,2,1,60,4
19,1,23,1,2,531,3
19,1,24,1,2,625,3
19,1,25,1,2,526,5
19,1,26,2,2,66,4
19,1,27,1,2,608,3
19,1,28,1,1,641,4
19,1,29,2,2,162,4
19,1,30,2,1,66,4
19,1,31,2,2,16,3
19,1,32,2,1,68,3
19,1,33,1,1,541,4
19,1,34,1,2,504,4
19,1,35,2,1,73,4
19,1,36,2,2,61,3
19,1,37,2,1,16,3
19,1,38,2,2,113,2
19,1,39,1,2,632,3
19,1,40,1,2,623,3
20,1,1,1,1,638,4
20,1,2,1,1,628,3
20,1,3,2,2,109,4
20,1,4,2,2,60,3
20,1,5,1,2,531,5
20,1,6,1,2,643,4
20,1,7,1,1,672,5
20,1,8,2,1,63,4
20,1,9,1,2,526,5
20,1,10,2,1,16,3
20,1,11,2,2,48,5
20,1,12,2,2,142,4
20,1,13,1,2,628,5
20,1,14,1,2,504,5
20,1,15,2,2,26,4
20,1,16,2,1,109,3
20,1,17,1,1,521,4
20,1,18,1,2,672,5
20,1,19,1,2,568,3
20,1,20,2,1,161,3
20,1,21,2,1,30,4
20,1,22,2,1,8,5
20,1,23,1,1,601,4
20,1,24,2,1,76,3
20,1,25,1,1,531,3
20,1,26,2,1,141,5
20,1,27,1,1,643,3
20,1,28,1,2,625,4
20,1,29,2,2,68,5
20,1,30,1,1,621,5
20,1,31,2,2,65,3
20,1,32,2,2,98,3
20,1,33,1,2,521,5
20,1,34,2,2,16,4
20,1,35,2,2,105,4
20,1,36,2,1,26,5
20,1,37,1,1,631,5
20,1,38,1,2,601,4
20,1,39,1,1,522,5
20,1,40,2,1,49,3
21,1,1,2,2,63,3
21,1,2,2,1,65,2
21,1,3,2,1,45,3
21,1,4,2,2,141,3
21,1,5,1,1,522,4
21,1,6,2,1,100,5
21,1,7,1,2,617,4
21,1,8,2,1,40,4
21,1,9,1,2,643,3
21,1,10,1,2,522,4
21,1,11,2,2,37,4
21,1,12,2,2,52,5
21,1,13,2,2,113,4
21,1,14,1,2,512,5
21,1,15,1,1,640,4
21,1,16,1,2,641,3
21,1,17,1,2,569,3
21,1,18,2,1,49,5
21,1,19,1,1,641,3
21,1,20,2,2,153,5
21,1,21,2,2,65,4
21,1,22,1,2,628,3
21,1,23,2,1,11,3
21,1,24,1,1,526,4
21,1,25,1,1,512,5
21,1,26,2,1,141,3
21,1,27,1,1,625,5
21,1,28,1,2,632,3
21,1,29,2,2,91,3
21,1,30,2,1,73,3
21,1,31,1,1,569,5
21,1,32,2,2,8,5
21,1,33,2,2,13,3
21,1,34,1,2,533,3
21,1,35,1,1,623,3
21,1,36,2,1,142,3
21,1,37,1,1,632,5
21,1,38,1,2,672,4
21,1,39,1,1,643,3
21,1,40,2,1,30,5
22,1,1,2,2,109,3
22,1,2,1,1,541,1
22,1,3,1,2,640,2
22,1,4,1,1,522,1
22,1,5,2,2,5,1
22,1,6,1,1,608,2
22,1,7,1,1,623,1
22,1,8,2,2,40,2
22,1,9,1,2,673,3
22,1,10,2,1,42,1
22,1,11,2,1,73,1
22,1,12,1,2,522,4
22,1,13,2,2,76,4
22,1,14,2,2,41,2
22,1,15,2,1,131,1
22,1,16,2,2,26,2
22,1,17,1,2,605,5
22,1,18,1,1,640,3
22,1,19,2,1,161,1
22,1,20,2,1,66,1
22,1,21,2,1,47,3
22,1,22,1,2,672,5
22,1,23,1,2,529,5
22,1,24,2,2,7,2
22,1,25,1,2,628,1
22,1,26,2,2,131,1
22,1,27,1,1,526,1
22,1,28,2,1,109,2
22,1,29,2,1,68,1
22,1,30,1,2,608,6
22,1,31,1,2,623,4
22,1,32,2,2,100,3
22,1,33,2,2,80,6
22,1,34,1,1,617,5
22,1,35,2,1,81,1
22,1,36,1,1,638,1
22,1,37,1,2,604,1
22,1,38,1,1,529,3
22,1,39,2,1,52,4
22,1,40,1,1,604,1
23,1,1,1,2,608,3
23,1,2,2,1,9,2
23,1,3,2,1,68,5
23,1,4,2,2,16,5
23,1,5,2,2,37,4
23,1,6,1,1,632,2
23,1,7,2,1,161,3
23,1,8,1,1,605,6
23,1,9,1,1,631,6
23,1,10,1,2,533,6
23,1,11,2,1,131,2
23,1,12,1,1,533,5
23,1,13,2,2,7,6
23,1,14,1,2,638,1
23,1,15,2,1,75,3
23,1,16,2,1,116,4
23,1,17,1,2,504,5
23,1,18,1,2,631,5
23,1,19,1,1,630,2
23,1,20,2,2,81,5
23,1,21,2,2,49,5
23,1,22,2,2,61,5
23,1,23,2,1,141,3
23,1,24,1,2,601,6
23,1,25,1,1,521,3
23,1,26,1,2,630,2
23,1,27,1,2,604,2
23,1,28,2,2,86,4
23,1,29,2,2,106,4
23,1,30,2,1,60,5
23,1,31,1,1,601,
23,1,32,1,2,643,
23,1,33,2,1,109,2
23,1,34,2,2,105,2
23,1,35,2,2,100,4
23,1,36,1,1,638,1
23,1,37,1,1,617,
23,1,38,1,1,628,
23,1,39,1,2,568,2
23,1,40,2,1,30,3
24,1,1,2,1,33,4
24,1,2,2,2,52,
24,1,3,1,2,512,3
24,1,4,2,1,45,4
24,1,5,1,1,672,5
24,1,6,1,2,504,3
24,1,7,1,1,604,2
24,1,8,2,1,47,4
24,1,9,1,1,623,5
24,1,10,2,2,38,6
24,1,11,2,1,42,5
24,1,12,1,1,641,3
24,1,13,2,1,41,5
24,1,14,1,1,621,5
24,1,15,1,1,526,2
24,1,16,2,2,49,3
24,1,17,1,2,617,5
24,1,18,2,2,63,2
24,1,19,2,1,113,1
24,1,20,2,2,86,5
24,1,21,1,2,630,5
24,1,22,2,2,162,3
24,1,23,2,1,73,2
24,1,24,1,2,673,5
24,1,25,2,2,109,
24,1,26,1,2,526,5
24,1,27,1,1,522,3
24,1,28,1,1,569,2
24,1,29,2,1,153,3
24,1,30,2,2,113,2
24,1,31,1,2,608,4
24,1,32,1,2,638,1
24,1,33,1,1,605,5
24,1,34,2,2,7,6
24,1,35,2,1,7,5
24,1,36,1,1,518,1
24,1,37,2,1,109,1
24,1,38,1,2,521,5
24,1,39,1,2,529,3
24,1,40,2,2,150,3
25,1,1,2,2,162,2
25,1,2,1,2,541,5
25,1,3,2,2,33,4
25,1,4,2,2,63,3
25,1,5,2,1,37,5
25,1,6,1,2,529,6
25,1,7,2,1,8,6
25,1,8,1,2,568,3
25,1,9,2,1,75,4
25,1,10,1,1,625,6
25,1,11,2,1,142,3
25,1,12,2,2,62,5
25,1,13,2,2,37,6
25,1,14,2,1,45,6
25,1,15,1,2,628,6
25,1,16,2,2,5,5
25,1,17,2,1,153,4
25,1,18,1,2,638,3
25,1,19,1,2,569,2
25,1,20,2,1,40,5
25,1,21,1,2,625,6
25,1,22,2,1,9,3
25,1,23,1,1,504,2
25,1,24,2,1,62,
25,1,25,1,1,623,4
25,1,26,2,1,116,6
25,1,27,1,2,603,2
25,1,28,2,2,116,5
25,1,29,2,2,71,5
25,1,30,2,2,69,6
25,1,31,1,2,601,5
25,1,32,1,2,630,3
25,1,33,1,1,608,
25,1,34,2,2,100,5
25,1,35,1,1,603,2
25,1,36,1,1,605,1
25,1,37,1,1,531,2
25,1,38,1,1,631,2
25,1,39,1,1,621,3
25,1,40,1,1,518,1
26,1,1,1,1,603,4
26,1,2,1,1,601,3
26,1,3,2,2,110,2
26,1,4,1,2,569,5
26,1,5,2,2,41,5
26,1,6,2,1,45,2
26,1,7,2,2,66,2
26,1,8,2,1,57,4
26,1,9,1,1,563,3
26,1,10,2,1,141,4
26,1,11,2,2,8,4
26,1,12,1,2,625,5
26,1,13,2,1,62,3
26,1,14,1,1,569,3
26,1,15,1,2,522,4
26,1,16,1,1,533,4
26,1,17,1,2,621,3
26,1,18,2,2,116,
26,1,19,2,1,105,3
26,1,20,2,1,68,2
26,1,21,1,1,608,3
26,1,22,1,1,623,4
26,1,23,1,1,518,2
26,1,24,2,2,45,3
26,1,25,1,1,632,3
26,1,26,1,1,628,4
26,1,27,2,1,86,4
26,1,28,1,2,531,5
26,1,29,2,1,41,4
26,1,30,2,2,52,5
26,1,31,2,1,153,4
26,1,32,1,2,529,4
26,1,33,2,2,111,5
26,1,34,1,2,643,3
26,1,35,1,2,541,4
26,1,36,2,2,141,4
26,1,37,2,1,142,3
26,1,38,2,2,65,4
26,1,39,1,2,641,3
26,1,40,1,2,632,4
27,1,1,2,2,5,5
27,1,2,1,1,673,6
27,1,3,1,1,608,5
27,1,4,1,1,569,4
27,1,5,2,1,106,3
27,1,6,1,2,673,6
27,1,7,1,1,621,3
27,1,8,2,2,70,3
27,1,9,2,2,150,
27,1,10,1,2,569,2
27,1,11,2,2,38,2
27,1,12,1,1,623,4
27,1,13,1,1,640,2
27,1,14,1,2,617,5
27,1,15,1,1,522,6
27,1,16,2,1,11,3
27,1,17,2,1,153,4
27,1,18,2,1,13,2
27,1,19,2,2,49,3
27,1,20,2,1,105,3
27,1,21,1,1,592,2
27,1,22,2,2,40,5
27,1,23,1,2,631,6
27,1,24,2,2,161,4
27,1,25,1,2,504,3
27,1,26,2,2,109,5
27,1,27,1,2,628,3
27,1,28,1,2,630,5
27,1,29,1,1,504,4
27,1,30,2,1,62,3
27,1,31,2,1,81,5
27,1,32,2,1,52,5
27,1,33,1,2,625,6
27,1,34,2,1,100,3
27,1,35,2,1,7,3
27,1,36,1,2,608,6
27,1,37,1,2,638,5
27,1,38,2,2,98,3
27,1,39,2,2,47,5
27,1,40,1,1,521,2
28,1,1,2,1,57,3
28,1,2,2,2,150,4
28,1,3,2,2,30,4
28,1,4,1,2,601,6
28,1,5,1,1,630,3
28,1,6,2,2,7,5
28,1,7,2,2,100,5
28,1,8,2,2,98,5
28,1,9,1,2,643,3
28,1,10,2,1,68,3
28,1,11,1,2,604,5
28,1,12,1,2,512,5
28,1,13,2,2,52,6
28,1,14,1,2,522,3
28,1,15,1,2,621,5
28,1,16,1,1,569,5
28,1,17,2,1,98,3
28,1,18,2,1,76,3
28,1,19,1,1,531,2
28,1,20,1,1,604,3
28,1,21,2,2,48,5
28,1,22,1,1,541,5
28,1,23,1,1,672,4
28,1,24,2,2,57,5
28,1,25,1,2,592,4
28,1,26,2,1,30,3
28,1,27,2,1,91,3
28,1,28,1,1,641,1
28,1,29,1,2,641,3
28,1,30,1,2,673,4
28,1,31,2,1,52,4
28,1,32,1,1,640,5
28,1,33,2,2,109,5
28,1,34,2,1,73,5
28,1,35,1,1,521,4
28,1,36,2,1,113,4
28,1,37,1,2,605,5
28,1,38,1,1,617,4
28,1,39,2,2,42,5
28,1,40,2,1,33,3
29,1,1,1,1,504,2
29,1,2,1,1,608,4
29,1,3,1,2,522,5
29,1,4,2,1,100,3
29,1,5,1,2,605,5
29,1,6,2,2,113,4
29,1,7,2,2,150,3
29,1,8,2,2,162,2
29,1,9,1,2,628,1
29,1,10,1,2,625,1
29,1,11,2,2,66,1
29,1,12,2,2,153,2
29,1,13,2,1,30,2
29,1,14,1,1,526,2
29,1,15,1,1,592,5
29,1,16,1,1,605,5
29,1,17,1,1,617,3
29,1,18,1,2,673,5
29,1,19,1,2,521,6
29,1,20,1,2,630,2
29,1,21,2,1,153,1
29,1,22,1,1,628,1
29,1,23,1,2,623,2
29,1,24,2,1,141,2
29,1,25,1,2,526,2
29,1,26,2,1,161,1
29,1,27,2,2,75,6
29,1,28,2,1,116,2
29,1,29,2,1,5,3
29,1,30,1,1,603,1
29,1,31,2,1,7,1
29,1,32,1,1,529,1
29,1,33,2,1,20,2
29,1,34,2,2,5,2
29,1,35,2,2,40,1
29,1,36,1,2,504,6
29,1,37,2,2,11,1
29,1,38,2,1,43,1
29,1,39,1,1,601,6
29,1,40,2,2,96,7
30,1,1,1,1,601,2
30,1,2,2,2,57,2
30,1,3,2,1,153,3
30,1,4,1,1,621,2
30,1,5,2,1,45,3
30,1,6,2,1,7,3
30,1,7,1,2,640,4
30,1,8,1,1,641,3
30,1,9,2,1,141,3
30,1,10,2,1,81,4
30,1,11,2,1,86,4
30,1,12,1,2,526,2
30,1,13,1,1,603,3
30,1,14,1,2,625,3
30,1,15,2,2,40,3
30,1,16,1,2,641,2
30,1,17,1,2,563,3
30,1,18,1,1,512,3
30,1,19,2,1,5,3
30,1,20,1,2,601,4
30,1,21,2,2,80,4
30,1,22,2,1,33,2
30,1,23,2,2,162,3
30,1,24,1,1,638,2
30,1,25,2,2,52,3
30,1,26,1,2,603,4
30,1,27,1,1,605,4
30,1,28,2,2,11,3
30,1,29,2,1,20,3
30,1,30,2,2,41,3
30,1,31,2,2,70,3
30,1,32,2,1,40,3
30,1,33,1,2,630,3
30,1,34,1,2,568,3
30,1,35,1,1,531,3
30,1,36,1,2,592,3
30,1,37,1,1,533,4
30,1,38,2,2,110,4
30,1,39,1,1,623,4
30,1,40,2,2,161,4
31,1,1,1,2,638,4
31,1,2,1,1,605,4
31,1,3,1,2,641,4
31,1,4,2,2,7,4
31,1,5,2,1,116,5
31,1,6,2,1,11,4
31,1,7,1,2,568,4
31,1,8,2,2,113,2
31,1,9,2,1,47,4
31,1,10,1,1,563,4
31,1,11,1,2,623,4
31,1,12,1,1,522,4
31,1,13,2,1,40,4
31,1,14,1,1,592,3
31,1,15,1,2,640,4
31,1,16,2,2,13,4
31,1,17,2,1,45,4
31,1,18,2,2,106,4
31,1,19,2,2,33,3
31,1,20,2,1,68,3
31,1,21,1,2,628,3
31,1,22,2,2,30,4
31,1,23,1,2,643,3
31,1,24,1,1,630,5
31,1,25,2,2,16,4
31,1,26,2,1,5,3
31,1,27,2,2,20,3
31,1,28,2,1,42,5
31,1,29,1,1,623,4
31,1,30,1,1,673,5
31,1,31,2,2,111,4
31,1,32,2,1,91,3
31,1,33,1,2,673,4
31,1,34,1,2,518,1
31,1,35,2,1,37,4
31,1,36,2,2,47,6
31,1,37,1,1,632,5
31,1,38,1,1,601,6
31,1,39,1,2,608,4
31,1,40,1,1,533,4
32,1,1,2,2,109,3
32,1,2,2,1,150,4
32,1,3,2,1,98,3
32,1,4,2,1,111,1
32,1,5,1,1,672,5
32,1,6,1,1,631,4
32,1,7,1,1,531,5
32,1,8,1,2,628,3
32,1,9,2,1,7,6
32,1,10,2,2,8,2
32,1,11,1,2,568,5
32,1,12,1,2,631,5
32,1,13,1,2,529,4
32,1,14,1,2,672,6
32,1,15,1,2,640,7
32,1,16,1,1,601,6
32,1,17,1,2,531,6
32,1,18,2,1,65,2
32,1,19,2,1,86,3
32,1,20,2,2,5,4
32,1,21,1,2,638,4
32,1,22,2,2,43,5
32,1,23,2,2,38,4
32,1,24,1,1,617,6
32,1,25,2,1,8,2
32,1,26,2,2,70,3
32,1,27,2,2,141,6
32,1,28,1,2,630,5
32,1,29,2,2,42,4
32,1,30,2,2,111,1
32,1,31,2,1,91,2
32,1,32,2,1,73,3
32,1,33,2,1,49,4
32,1,34,1,2,604,5
32,1,35,1,1,625,2
32,1,36,1,1,673,5
32,1,37,1,1,522,3
32,1,38,1,1,504,7
32,1,39,1,1,630,3
32,1,40,2,2,76,4
33,1,1,1,1,526,4
33,1,2,1,2,563,2
33,1,3,1,2,643,5
33,1,4,1,2,640,6
33,1,5,1,1,632,4
33,1,6,2,2,48,4
33,1,7,2,2,26,3
33,1,8,1,2,608,5
33,1,9,2,1,38,2
33,1,10,2,2,40,4
33,1,11,2,2,30,4
33,1,12,1,2,568,3
33,1,13,1,2,522,4
33,1,14,1,1,512,3
33,1,15,2,2,43,3
33,1,16,2,1,62,3
33,1,17,1,1,569,2
33,1,18,1,1,504,4
33,1,19,1,2,628,3
33,1,20,1,1,625,4
33,1,21,2,1,100,4
33,1,22,1,2,641,3
33,1,23,1,2,592,4
33,1,24,1,2,569,4
33,1,25,2,1,153,4
33,1,26,2,1,40,3
33,1,27,2,1,68,3
33,1,28,2,2,113,3
33,1,29,1,1,673,4
33,1,30,1,1,640,5
33,1,31,2,2,9,3
33,1,32,2,2,106,4
33,1,33,2,1,150,3
33,1,34,2,2,16,4
33,1,35,1,1,541,4
33,1,36,2,1,110,4
33,1,37,2,1,70,3
33,1,38,2,1,113,3
33,1,39,2,2,38,3
33,1,40,1,1,592,4
34,1,1,2,1,98,2
34,1,2,2,2,73,5
34,1,3,2,1,16,4
34,1,4,2,2,91,5
34,1,5,1,2,533,6
34,1,6,2,2,69,4
34,1,7,2,1,100,3
34,1,8,1,2,563,6
34,1,9,1,2,672,4
34,1,10,2,2,86,4
34,1,11,2,1,109,5
34,1,12,2,1,111,1
34,1,13,1,2,630,6
34,1,14,2,2,80,6
34,1,15,1,1,605,5
34,1,16,1,1,521,4
34,1,17,1,2,625,6
34,1,18,1,1,603,5
34,1,19,1,1,641,2
34,1,20,2,1,142,1
34,1,21,1,2,518,5
34,1,22,1,1,640,6
34,1,23,2,2,65,4
34,1,24,2,1,162,2
34,1,25,1,2,608,7
34,1,26,1,1,631,6
34,1,27,1,1,531,6
34,1,28,1,2,628,7
34,1,29,2,2,48,7
34,1,30,2,1,43,4
34,1,31,1,2,621,7
34,1,32,1,2,504,7
34,1,33,2,2,20,6
34,1,34,1,1,526,3
34,1,35,2,2,57,7
34,1,36,2,1,75,5
34,1,37,2,1,106,4
34,1,38,1,1,569,4
34,1,39,1,1,601,5
34,1,40,2,2,47,7
35,1,1,1,2,541,5
35,1,2,2,2,9,3
35,1,3,2,2,13,5
35,1,4,1,2,605,6
35,1,5,2,2,30,5
35,1,6,1,1,617,4
35,1,7,1,1,643,3
35,1,8,2,1,63,2
35,1,9,1,2,504,4
35,1,10,2,1,131,5
35,1,11,1,2,531,3
35,1,12,1,1,592,5
35,1,13,2,2,153,6
35,1,14,1,1,628,2
35,1,15,2,1,71,5
35,1,16,2,2,8,4
35,1,17,1,1,563,3
35,1,18,2,1,8,2
35,1,19,1,2,522,5
35,1,20,2,2,162,5
35,1,21,2,1,161,2
35,1,22,1,1,533,5
35,1,23,2,1,43,3
35,1,24,1,2,601,4
35,1,25,1,2,512,4
35,1,26,1,1,608,3
35,1,27,2,1,60,2
35,1,28,1,2,533,5
35,1,29,1,1,541,3
35,1,30,2,1,68,2
35,1,31,1,1,605,5
35,1,32,2,2,98,5
35,1,33,1,2,568,5
35,1,34,1,1,638,2
35,1,35,2,2,11,6
35,1,36,2,2,141,4
35,1,37,1,2,521,3
35,1,38,2,2,26,4
35,1,39,2,1,40,3
35,1,40,2,1,16,2
36,1,1,2,2,86,3
36,1,2,1,2,512,3
36,1,3,2,1,113,2
36,1,4,1,1,632,2
36,1,5,2,2,43,3
36,1,6,1,2,531,5
36,1,7,1,1,603,4
36,1,8,1,2,638,4
36,1,9,1,2,529,3
36,1,10,2,2,106,3
36,1,11,2,1,75,4
36,1,12,2,1,7,4
36,1,13,2,2,47,5
36,1,14,2,1,70,2
36,1,15,1,1,569,3
36,1,16,2,1,9,2
36,1,17,1,1,526,5
36,1,18,2,1,63,3
36,1,19,1,1,504,4
36,1,20,1,1,531,5
36,1,21,2,1,81,4
36,1,22,2,2,162,3
36,1,23,1,2,518,3
36,1,24,1,2,605,5
36,1,25,2,2,141,4
36,1,26,2,1,11,3
36,1,27,1,1,512,5
36,1,28,2,1,161,2
36,1,29,1,2,569,5
36,1,30,2,2,9,3
36,1,31,1,2,641,4
36,1,32,2,2,62,4
36,1,33,1,1,673,5
36,1,34,1,2,631,5
36,1,35,1,1,643,2
36,1,36,1,1,533,3
36,1,37,1,2,632,3
36,1,38,2,2,33,4
36,1,39,2,1,20,4
36,1,40,2,2,98,3
37,1,1,1,2,621,3
37,1,2,1,2,592,4
37,1,3,1,1,522,4
37,1,4,1,2,643,2
37,1,5,1,1,512,5
37,1,6,2,2,48,5
37,1,7,1,2,529,1
37,1,8,1,2,641,1
37,1,9,1,1,630,5
37,1,10,2,1,7,4
37,1,11,1,1,603,3
37,1,12,1,2,522,6
37,1,13,2,2,61,3
37,1,14,1,1,518,1
37,1,15,1,2,541,4
37,1,16,2,2,8,3
37,1,17,2,2,43,5
37,1,18,2,2,106,4
37,1,19,1,1,604,2
37,1,20,2,2,65,1
37,1,21,1,2,628,4
37,1,22,2,2,57,6
37,1,23,2,1,142,4
